ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,mineral_saturation,TDS_ratio,ph_category_Basa,ph_category_Netral,hardness_level_Lunak,hardness_level_Sangat Keras,hardness_level_Sangat Lunak
7.156856904082412,0.1989814616133746,-0.011701850267762206,0.08549221755391727,0.8272571570435147,1.2271779664358455,-0.854559853839611,0.997737796293278,-0.9352101098097331,0.0,-0.02663017417127971,-0.4510310785069223,0.0,1.0,0.0,1.0,0.0
3.71608007538699,-1.6963820699637828,-0.1969622493278003,-0.24908754218640758,0.06660892620362821,1.4734059899824121,0.2140933321771102,-0.5027892495762158,0.5144485425852376,0.0,207.5035267631995,-0.6332119030139236,0.0,0.0,0.0,0.0,0.0
8.099124189298397,0.6848504020048769,-0.08728661103970076,1.079557753534498,-0.0658316028677116,-0.028251032352395723,0.5900239029133749,-0.008956654568006983,-0.8477147404174035,0.0,-0.1308790191234096,-0.09086104002714708,0.0,1.0,0.0,1.0,0.0
8.316765884214679,0.4371450114376623,0.09348338070457393,0.4674461219721874,0.5544008721093241,-0.5050794213930853,0.9390755169612801,1.6510924838108247,0.6352416641213635,0.0,-0.13714607971340828,0.34771581151012765,0.0,1.0,0.0,1.0,0.0
9.092223456290965,-0.39847678549808435,-0.25277122500574667,-0.2936900145387521,-0.542400903488423,-0.20226246421954722,-0.5921966159298461,-1.6935000622214864,0.11318767967789077,0.0,-0.144549903019558,-0.17268184533207248,1.0,0.0,0.0,1.0,0.0
5.584086638456089,-0.21735240835795755,0.6703931062807617,0.20859212544832928,-0.15429766526791358,-1.2185044196186499,-1.2953689514854545,-0.5718510442032643,-1.3155832580579605,0.0,3.9486609268845267,1.7554553725328823,0.0,0.0,0.0,1.0,0.0
10.223862164528772,1.2834772388343267,0.6704812940184224,0.19276276355249555,1.417224838372124,-1.1910722686099846,-0.09542673945637178,0.8809028842885569,-1.2087762083615625,0.0,-0.14564835098236464,1.7169144872466604,1.0,0.0,0.0,1.0,0.0
8.635848718500734,0.16058238527572302,-0.6219524402091539,-1.2917403019549063,-0.7025435403529268,0.45427912307077506,-0.41286355325909846,-0.18619893901224524,0.42088760995163593,0.0,-0.14184716128125813,-0.7211085530833556,1.0,0.0,0.0,1.0,0.0
7.592417910957442,-1.9584400558754014,-0.5693647226605335,0.3390621451634456,-1.5157612983629285,-0.280113676936197,-0.3366739534426993,-0.6202513602435531,-0.33943744582646623,0.0,-0.1203922647693333,-0.4562544665061126,0.0,1.0,1.0,0.0,0.0
11.180284470721592,0.760074954016664,0.3905920476646462,0.97958947325866,1.660706639729021,1.2235317456592778,0.8258219442910114,0.262966901994404,0.3917884969084208,0.0,-0.14575945891093484,-0.17040600720153584,1.0,0.0,0.0,1.0,0.0
7.360640105838258,-0.7897856217216721,0.9878887229648982,0.21152657419499674,-0.15556477035583643,0.030144018680692185,0.30465675318108054,0.5939538436129556,-0.2760072777655619,0.0,-0.08556985456034799,0.8745800945959777,0.0,1.0,0.0,0.0,0.0
7.974521648923869,0.5456392541724668,-0.18516746305846662,0.49313316093529114,-0.2383101706519212,-0.4979130469642658,0.0684367790547617,0.48364282616850773,0.053450941626222694,0.0,-0.1264205431764238,0.04302552875439052,0.0,1.0,0.0,1.0,0.0
7.119824384264552,-1.0111941155796127,-0.1883255979479265,-1.7732441173165234,-1.194416136087532,-0.6390771086922358,0.3809561520372587,0.6311839298965791,-0.4801688267800709,0.0,-0.04653859481019682,0.12108086696883134,0.0,1.0,0.0,0.0,0.0
6.084744411680335,-1.1751965099871944,0.5489018453221209,-0.14695872158023546,-0.793899659493707,-0.3629493291688937,1.1470705840298463,0.48482146228954387,0.4327199331768298,0.0,0.8852130433736841,0.7293872587451817,0.0,0.0,0.0,0.0,0.0
7.49623220797336,0.2103968776181468,0.6394758568800698,-1.0353590520007792,-0.2832470818687763,0.19611233652649257,-0.22040513188290067,0.18092806587435972,0.7753609841761705,0.0,-0.09111429307084584,0.4563235557803361,0.0,1.0,0.0,1.0,0.0
6.347271760539316,-0.2570451614648174,1.7261509658646625,1.2575294142101416,0.7327393597312741,0.8173361872405968,-0.5963147968667005,0.4144303298685319,0.3972441874461747,0.0,0.5546316462144714,0.981413260763879,0.0,0.0,0.0,1.0,0.0
7.051785800016845,0.3536632111407518,0.8617096934041644,1.4915961456328855,0.2370443917116713,-0.9197453158602323,1.3755320445551975,-0.4870054482914887,0.2954918531149008,0.0,0.010541951898447104,1.6144618298653939,0.0,1.0,0.0,1.0,0.0
9.181560007151536,1.9299881308014784,0.2668844079468177,-0.11336506690136951,1.5271884574858952,0.483290480325474,-0.1850010837606326,0.2375564727795978,0.5172813692630561,0.0,-0.1442678160586868,0.0011110058318042502,1.0,0.0,0.0,1.0,0.0
8.975464347533963,2.0692093548883275,-0.1257865969464425,-0.46590884377994946,0.45435271822943024,0.08236425528570487,-0.29599804549947595,-0.13613903984894732,-1.4321414306241242,0.0,-0.14330540050657473,-0.17340375058365826,1.0,0.0,0.0,1.0,0.0
